"","Date","Year","Month","Julian_Day","pH","Station","Depth_m","PO4_P_mgl","TDP_mgl","UTP_mgl","NO3_N_plus_n02_mg_l","NH3_N_mg_l","UTN_mgl","SiO2_Si_mgl","Iron_mgl","Particulate_Carbon_mgl","Mg_mgl","Ca_mgl","Alkalinity_mg_ca03"
"773",1990-06-30,1990,6,181,6.6,"1",66,8e-04,0.0014,0.0015,0.0712,0.0065,0.1236,0.961,0.021,0.093,4.4,4,6
"774",1990-06-30,1990,6,181,6.7,"2",1,6e-04,0.001,0.0027,0.0269,0.0058,0.1097,0.862,0.02,0.119,2.9,3,6
"775",1990-06-30,1990,6,181,6.6,"2",66,9e-04,0.0013,0.0012,0.0712,0.0058,0.1327,0.949,0.016,0.024,4.4,4,6
"776",1990-06-30,1990,6,181,6.7,"3",1,0.0012,0.0013,0.0017,0.0293,0.0058,0.9452,0.914,0.021,0.108,2.9,3,6.5
"777",1990-06-30,1990,6,181,6.7,"3",66,0.0034,0.0028,0.003,0.0571,NA,0.1119,0.961,0.026,0.024,4.4,4,6.5
"778",1990-07-26,1990,7,207,6.7,"1",1,0.0018,0.0026,0.0112,0.0015,0.0058,0.1205,0.037,0.016,0.371,2.9,3,6.5
"779",1990-07-26,1990,7,207,6.7,"1",66,7e-04,6e-04,0.0026,0.0717,0.0045,0.1184,0.949,0.013,0.036,4.4,4,6
"780",1990-07-26,1990,7,207,6.7,"2",1,0.0037,0.0028,0.0084,0.0031,NA,0.1038,0.044,0.02,0.264,2.2,3,6
"781",1990-07-26,1990,7,207,6.7,"2",66,4e-04,1e-04,0.003,0.0538,0.0024,0.0964,0.944,0.01,0.044,4.4,4,6.5
"782",1990-07-26,1990,7,207,6.7,"3",1,9e-04,0.0011,0.0064,0.0025,0.0067,0.099,0.107,0.017,0.356,2.6,3.7,6
"783",1990-07-26,1990,7,207,6.7,"3",66,8e-04,0.001,0.0035,0.0378,0.0048,0.0947,0.938,0.01,0.041,3.9,3.7,6
"784",1990-08-28,1990,8,240,5.9,"1",1,0.0023,0.006,0.0157,0.0134,0.0092,0.1762,0.154,0.031,0.354,1.9,2.8,5
"785",1990-08-28,1990,8,240,6.7,"1",66,0.0011,0.0024,0.0041,0.0655,0.0029,0.1234,0.714,0.016,0.033,3.9,3.8,7
"786",1990-08-28,1990,8,240,6.8,"2",1,5e-04,0.0024,0.0105,0.0081,0.0104,0.1322,0.354,0.028,0.16,1.9,2.8,7
"787",1990-08-28,1990,8,240,6.8,"2",66,5e-04,0.0016,0.0032,0.0602,0.0035,0.1109,0.76,0.015,0.044,3.9,3.8,7
"788",1990-08-28,1990,8,240,6.7,"3",1,0.0011,0.0037,0.0103,0.0097,0.0146,0.1073,0.423,0.028,0.189,2.6,2.8,7
"789",1990-08-28,1990,8,240,6.8,"3",66,5e-04,0.0018,0.0096,0.0697,0.0043,0.1489,0.748,0.015,0.041,3.9,3.8,6
"790",1990-10-18,1990,10,291,6.6,"1",1,0.002,0.0046,0.0062,0.036,0.0109,0.103,0.623,0.045,0.073,2.6,2.8,6
"791",1990-10-18,1990,10,291,6.7,"1",66,8e-04,0.0021,0.0134,0.0692,0.005,0.1607,0.806,0.028,0.03,3.9,3.8,7
"792",1990-10-18,1990,10,291,6.8,"2",1,0.0011,0.0025,0.0062,0.0476,0.0085,0.1136,0.623,0.039,0.076,1.9,2.8,6
"793",1990-10-18,1990,10,291,6.6,"2",66,0.0018,0.0038,0.0033,0.0445,0.0076,0.0902,0.783,0.026,0.027,3.9,3.8,7
"794",1990-10-18,1990,10,291,6.8,"3",1,0.0014,0.0028,0.0063,0.0423,0.0099,0.1216,0.588,0.039,0.119,2.6,2.8,7
"795",1990-10-18,1990,10,291,6.7,"3",66,2e-04,0.0011,0.0059,0.0707,0.0029,0.1275,0.778,0.016,0.093,3.9,3.8,7
"796",1988-03-16,1988,3,76,7.5,"1",1,9e-04,0.001,0.0105,0.0443,0.0011,0.1242,0.622,0.023,NA,NA,NA,8
"797",1988-03-16,1988,3,76,6.7,"1",66,9e-04,8e-04,0.0035,0.0471,0.0011,0.1061,0.782,0.023,NA,NA,NA,18
"798",1988-03-16,1988,3,76,6,"2",1,0.0011,0.0011,0.0039,0.0431,0.0011,0.1031,0.717,0.03,NA,NA,NA,8
"799",1988-03-16,1988,3,76,6.6,"2",66,8e-04,0.001,0.0024,0.0455,0.0011,0.0707,0.681,0.021,NA,NA,NA,10
"800",1988-03-16,1988,3,76,6.5,"3",1,NA,NA,0.0064,NA,NA,NA,0.726,0.026,NA,NA,NA,7
"801",1988-03-16,1988,3,76,6.4,"3",66,9e-04,0.0014,0.0028,0.0463,0.0025,0.0731,0.663,0.025,NA,NA,NA,8
"802",1988-04-20,1988,4,111,7.1,"1",1,0.0011,0.0012,0.0032,0.039,0.003,0.0835,0.862,0.019,NA,NA,NA,5
"803",1988-04-20,1988,4,111,6.9,"1",66,0.0013,0.0015,0.0032,0.0455,0.0011,0.1237,0.88,0.021,NA,NA,NA,5
"804",1988-04-20,1988,4,111,7,"2",1,9e-04,0.0012,0.003,0.0398,0.0018,0.0747,0.862,0.021,NA,NA,NA,5
"805",1988-04-20,1988,4,111,6.9,"2",66,9e-04,0.0013,0.0028,0.0422,0.0011,0.0714,0.88,0.021,NA,NA,NA,5
"806",1988-04-20,1988,4,111,6.8,"3",1,9e-04,0.0014,0.003,0.0398,0.0011,0.0739,0.862,0.018,NA,NA,NA,4
"807",1988-04-20,1988,4,111,6.8,"3",66,0.001,0.0013,0.003,0.0431,0.0011,0.078,0.862,0.019,NA,NA,NA,5
"808",1988-05-18,1988,5,139,7.4,"1",1,0.0011,0.0015,0.0042,0.0422,0.0028,0.0987,0.724,0.033,NA,NA,NA,15
"809",1988-05-18,1988,5,139,6.7,"1",66,0.0011,0.0017,NA,0.0447,0.0011,NA,0.969,0.019,NA,NA,NA,8
"810",1988-05-18,1988,5,139,6.4,"2",1,0.0012,0.0015,0.0029,0.0302,0.0011,0.0707,0.856,0.047,NA,NA,NA,8
"811",1988-05-18,1988,5,139,6.4,"2",66,0.0018,0.0023,0.0032,0.0422,0.0011,0.0867,0.875,0.025,NA,NA,NA,7
"812",1988-05-18,1988,5,139,6.5,"3",1,8e-04,0.0011,0.0029,0.035,0.002,0.0731,0.856,0.026,NA,NA,NA,6
"813",1988-05-18,1988,5,139,6.4,"3",66,0.0015,0.0017,0.0029,0.0431,0.0011,0.0788,0.875,0.035,NA,NA,NA,7
"814",1987-03-10,1987,3,69,7.1,"1",1,0.0012,0.0023,0.0033,0.064,0.002,0.096,1.077,0.01,NA,NA,NA,7
"815",1987-03-10,1987,3,69,6.7,"1",66,9e-04,0.0036,0.0047,0.0785,0.0025,0.1121,1.236,0.036,NA,NA,NA,7
"816",1987-03-10,1987,3,69,6.6,"2",1,8e-04,0.0016,0.0032,0.0698,0.0025,0.1133,0.91,0.03,NA,NA,NA,7
"817",1987-03-10,1987,3,69,6.7,"2",66,8e-04,0.0026,0.0038,0.0766,0.0025,0.1099,0.842,0.037,NA,NA,NA,7
"818",1987-03-10,1987,3,69,6.6,"3",1,5e-04,0.002,0.0033,0.0746,0.0025,0.1236,0.886,0.025,NA,NA,NA,7
"819",1987-03-10,1987,3,69,6.54,"3",66,5e-04,0.002,0.0036,0.0756,0.0025,0.1213,0.694,0.027,NA,NA,NA,7
"820",1987-04-13,1987,4,103,6.5,"1",1,4e-04,0.0011,0.0025,0.0679,0.0025,0.1015,1.131,0.02,NA,NA,NA,8
"821",1987-04-13,1987,4,103,6.6,"1",66,5e-04,0.001,0.0024,0.0794,0.003,0.1257,1.288,0.005,NA,NA,NA,7
"822",1987-04-13,1987,4,103,6.6,"2",1,7e-04,0.0015,0.0029,0.0765,0.0045,0.1217,1.062,0.003,NA,NA,NA,7
"823",1987-04-13,1987,4,103,6.5,"2",66,5e-04,0.0011,0.0022,0.0689,0.0035,0.1119,1.192,0.003,NA,NA,NA,7
"824",1987-04-13,1987,4,103,6.8,"3",1,5e-04,0.0014,0.0024,0.0689,0.0035,0.1127,1.043,0.003,NA,NA,NA,6
"825",1987-04-13,1987,4,103,6.4,"3",66,4e-04,0.001,0.0025,0.0804,0.0025,0.1212,1.227,0.003,NA,NA,NA,7
"826",1987-05-15,1987,5,135,8.4,"1",1,4e-04,9e-04,0.0026,0.065,0.0035,0.0887,1.199,0.033,NA,NA,NA,10
"827",1987-05-15,1987,5,135,6.7,"1",66,4e-04,0.0014,0.0027,0.065,0.002,0.0832,1.174,0.056,NA,NA,NA,7
"828",1987-05-15,1987,5,135,6.6,"2",1,4e-04,0.001,0.0027,0.0641,0.0015,0.0999,1.131,0.019,NA,NA,NA,7
"829",1987-05-15,1987,5,135,6.6,"2",66,6e-04,0.001,0.0025,0.0593,0.002,0.0863,1.183,0.017,NA,NA,NA,6
"830",1987-05-15,1987,5,135,6.6,"3",1,5e-04,0.0011,0.0025,0.0669,0.0025,0.0961,1.111,0.025,NA,NA,NA,10
"831",1987-05-15,1987,5,135,6.6,"3",66,4e-04,0.0011,0.0026,0.0679,0.0025,0.1008,1.192,0.044,NA,NA,NA,8
"832",1987-06-09,1987,6,160,6.6,"1",1,5e-04,0.0017,0.003,0.042,0.0025,0.0773,1.065,0.032,NA,NA,NA,5
"833",1987-06-09,1987,6,160,6.4,"1",66,4e-04,9e-04,0.0028,0.0717,0.003,0.1004,1.101,0.032,NA,NA,NA,6
"834",1987-06-09,1987,6,160,6.7,"2",1,NA,NA,0.0027,NA,NA,NA,1.074,0.031,NA,NA,NA,5
"835",1987-06-09,1987,6,160,6.5,"2",66,4e-04,0.001,0.0026,0.0698,0.003,0.1235,1.101,0.042,NA,NA,NA,6
"836",1987-06-09,1987,6,160,6.6,"3",1,5e-04,0.0013,0.0029,0.0593,0.003,0.1199,1.101,0.039,NA,NA,NA,5
"837",1987-06-09,1987,6,160,6.4,"3",66,4e-04,9e-04,0.0027,0.0727,0.0035,0.1393,1.101,0.046,NA,NA,NA,5
"838",1987-07-09,1987,7,190,6.3,"1",1,0.0018,0.0035,0.011,0.0558,0.0068,0.1773,0.773,0.031,NA,NA,NA,7
"839",1987-07-09,1987,7,190,6.3,"1",66,4e-04,0.001,0.003,0.0727,0.005,0.1278,1.08,0.028,NA,NA,NA,7
"840",1987-07-09,1987,7,190,6.6,"2",1,5e-04,0.0014,0.0047,0.0399,0.0042,0.1084,0.907,0.032,NA,NA,NA,6
"841",1987-07-09,1987,7,190,6.6,"2",66,3e-04,0.001,0.0029,0.0697,0.0066,0.1347,1.07,0.035,NA,NA,NA,8
"842",1987-07-09,1987,7,190,6.6,"3",1,3e-04,0.0013,0.0054,0.0449,0.0042,0.1335,0.888,0.033,NA,NA,NA,6
"843",1987-07-09,1987,7,190,6.3,"3",66,3e-04,9e-04,0.0029,0.0687,0.0053,0.1359,1.08,0.033,NA,NA,NA,6
"844",1987-08-10,1987,8,222,6.8,"1",1,0.0019,0.0028,0.0135,0.0051,0.0042,0.1662,0.046,0.016,NA,NA,NA,6
"845",1987-08-10,1987,8,222,6.6,"1",66,6e-04,0.0018,0.0035,0.0692,0.0042,0.1065,1.048,0.023,NA,NA,NA,7
"846",1987-08-10,1987,8,222,6.9,"2",1,9e-04,0.0019,0.009,0.0051,0.0037,0.1124,0.041,0.028,NA,NA,NA,6
"847",1987-08-10,1987,8,222,6.6,"2",66,3e-04,0.0011,0.0032,0.0707,0.0032,0.1038,1.012,0.023,NA,NA,NA,7
"848",1987-08-10,1987,8,222,7,"3",1,7e-04,0.0014,0.009,0.0697,0.0042,0.1748,0.036,0.028,NA,NA,NA,7
"849",1987-08-10,1987,8,222,6.5,"3",66,7e-04,0.0014,0.0031,0.0697,0.0042,0.1006,1.012,0.034,NA,NA,NA,7
"850",1987-09-18,1987,9,261,6.5,"1",1,4e-04,0.0016,0.0049,0.0086,0.0058,0.0862,0.219,0.025,NA,NA,NA,6
"851",1987-09-18,1987,9,261,6.5,"1",66,9e-04,0.0014,0.0036,0.0702,0.0037,0.1066,1.094,0.026,NA,NA,NA,7
"852",1987-09-18,1987,9,261,6.5,"2",1,3e-04,0.0013,0.0045,0.0071,0.0042,0.0831,0.187,0.041,NA,NA,NA,6
"853",1987-09-18,1987,9,261,6.5,"2",66,7e-04,0.0011,0.0028,0.0707,0.0037,0.0999,1.003,0.026,NA,NA,NA,7
"854",1987-09-18,1987,9,261,6.5,"3",1,3e-04,0.0014,0.0049,0.0121,0.0068,0.0837,0.259,0.037,NA,NA,NA,6
"855",1987-09-18,1987,9,261,6.5,"3",66,6e-04,0.0024,0.0028,0.0702,0.0032,0.1016,1.003,0.036,NA,NA,NA,7
"856",1987-11-12,1987,11,316,6.6,"1",1,8e-04,0.0023,0.0038,0.0484,0.0045,0.097,0.74,0.026,NA,NA,NA,9
"857",1987-11-12,1987,11,316,6.6,"1",66,0.001,0.0024,0.0045,0.0663,0.0025,0.1137,0.975,0.012,NA,NA,NA,11
"858",1987-11-12,1987,11,316,6.6,"2",1,7e-04,0.0011,0.0037,0.0479,0.0053,0.1008,0.768,0.029,NA,NA,NA,9
"859",1987-11-12,1987,11,316,6.6,"2",66,8e-04,0.0011,0.004,0.0668,0.0032,0.1291,1.012,0.023,NA,NA,NA,10
"860",1987-11-12,1987,11,316,6.6,"3",1,8e-04,0.0015,0.0036,0.0489,0.0032,0.0991,0.705,0.039,NA,NA,NA,9
"861",1987-11-12,1987,11,316,6.5,"3",66,NA,NA,0.0036,NA,NA,NA,0.984,0.034,NA,NA,NA,11
"862",1986-04-10,1986,4,100,6.3,"3",1,0.0011,0.0027,0.004,0.044,0.0028,0.1016,1.076,0.005,0.052,3.2,2.7,4
"863",1986-04-10,1986,4,100,6.4,"3",55,NA,NA,0.0037,NA,NA,NA,1.235,0.009,0.074,2.6,4.1,5
"864",1986-04-10,1986,4,100,6.3,"4",1,0.0022,0.0052,0.0059,0.0567,0.0041,0.0921,1.191,0.007,0.058,3.3,3.2,7
"865",1986-04-10,1986,4,100,6.3,"4",55,0.0012,0.0045,0.0039,0.0413,0.003,0.0767,1.102,0.006,0.068,2.6,4.1,5
"866",1986-04-10,1986,4,100,6.3,"1",1,0.0016,0.004,0.0081,0.0413,0.0035,0.11,1.12,0.017,0.184,3.2,2.7,6
"867",1986-04-10,1986,4,100,6.2,"1",55,0.0012,0.0023,0.0048,0.0648,0.003,0.0995,1.094,0.013,0.203,3.6,2.7,5
"868",1986-04-10,1986,4,100,6.2,"2",1,8e-04,0.0024,0.0055,0.0648,0.0037,0.1077,1.085,0.011,0.14,3.6,2.7,6
"869",1986-04-10,1986,4,100,6.8,"2",55,9e-04,0.0023,0.0045,0.0638,0.0037,0.1019,1.094,0.005,0.332,3.2,3.2,5
"870",1986-04-25,1986,4,115,6.3,"1",1,8e-04,0.0011,0.0013,0.067,0.0083,0.1148,0.712,0.01,0.087,NA,NA,5
"871",1986-04-25,1986,4,115,6.3,"1",66,0.001,0.0012,0.0011,0.0692,0.0033,0.1024,1.097,0.003,0.077,NA,NA,7
"872",1986-04-25,1986,4,115,6.3,"2",1,8e-04,0.0011,0.0027,0.0659,0.003,0.0957,1.11,0.003,NA,NA,NA,7
"873",1986-04-25,1986,4,115,6.4,"2",66,7e-04,9e-04,0.0017,0.0681,0.0033,0.0974,1.105,0.003,NA,NA,NA,8
"874",1986-04-25,1986,4,115,6.4,"3",1,7e-04,8e-04,8e-04,0.0659,0.003,0.1059,1.08,0.011,0.042,NA,NA,9
"875",1986-04-25,1986,4,115,6.1,"3",66,6e-04,9e-04,0.0013,0.0648,0.0011,0.0968,0.341,0.003,0.128,NA,NA,3
"876",1986-04-25,1986,4,115,6.2,"4",1,8e-04,9e-04,0.0012,NA,0.002,NA,0.733,0.003,0.049,NA,NA,6
"877",1986-04-25,1986,4,115,6.3,"4",66,7e-04,0.001,0.0022,NA,0.0018,NA,1.106,0.003,0.058,NA,NA,7
"878",1986-05-15,1986,5,135,6.5,"1",1,8e-04,0.0015,0.0022,0.0627,0.0039,0.0931,1.039,0.003,0.064,NA,NA,7
"879",1986-05-15,1986,5,135,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",1986-05-15,1986,5,135,6.4,"2",1,0.0011,0.0012,0.002,0.0638,0.0023,0.1014,1.08,0.003,0.112,NA,NA,8
"881",1986-05-15,1986,5,135,6.4,"2",66,7e-04,0.0012,0.0015,0.067,0.002,0.0957,1.105,0.003,0.083,NA,NA,8
"882",1986-05-15,1986,5,135,6.3,"3",1,9e-04,0.0016,0.003,0.0637,0.002,0.1002,0.955,0.003,0.055,NA,NA,7
"883",1986-05-15,1986,5,135,6.4,"3",66,8e-04,0.0011,0.0018,0.0648,0.003,0.0952,1.039,0.003,0.061,NA,NA,7
"884",1986-05-15,1986,5,135,6.3,"4",1,0.001,0.0011,0.0021,0.0605,0.0025,0.1031,1.105,0.003,0.064,NA,NA,7
"885",1986-05-15,1986,5,135,6.3,"4",66,8e-04,8e-04,0.0021,0.0638,0.0039,0.0981,0.69,0.003,0.046,NA,NA,5
"886",1986-06-06,1986,6,157,6.2,"1",1,0.001,0.0015,0.0044,0.0583,0.0039,0.1135,1.059,0.014,0.159,NA,NA,2
"887",1986-06-06,1986,6,157,6.3,"1",66,0.0012,0.0018,0.0027,0.0692,0.0044,0.1057,1.095,0.016,0.068,NA,NA,5
"888",1986-06-06,1986,6,157,6.5,"2",1,0.0011,0.0016,0.0033,0.0556,0.0044,0.1108,1.041,0.011,0.153,NA,NA,2
"889",1986-06-06,1986,6,157,6.6,"2",66,0.0013,0.002,0.0036,0.0692,0.0049,0.1123,1.095,0.016,0.071,NA,NA,6
"890",1986-06-06,1986,6,157,6.7,"3",1,0.0013,0.0015,0.0027,0.0605,0.0023,0.1058,1.077,0.017,0.115,NA,NA,6
"891",1986-06-06,1986,6,157,6.5,"3",66,0.0011,0.0016,0.002,0.067,0.0023,0.0978,1.295,0.014,0.049,NA,NA,5
"892",1986-06-06,1986,6,157,6.3,"4",1,9e-04,0.0014,0.0031,0.0616,0.002,0.11,1.131,0.017,0.093,NA,NA,6
"893",1986-06-06,1986,6,157,6.5,"4",66,8e-04,0.0016,0.0021,0.067,0.0047,0.1026,1.168,0.017,0.061,NA,NA,7
"894",1986-08-05,1986,8,217,6.9,"1",1,0.0037,0.0063,0.0177,0.0034,0.0105,0.1806,0.306,0.01,0.462,NA,NA,8
"895",1986-08-05,1986,8,217,6.6,"1",66,0.0012,0.0015,0.0021,0.0735,0.0044,0.1091,1.071,0.012,0.071,NA,NA,8
"896",1986-08-05,1986,8,217,6.8,"2",1,0.0024,0.0043,0.0105,0.0034,0.0025,0.1354,0.336,0.011,0.458,NA,NA,7
"897",1986-08-05,1986,8,217,6.4,"2",66,0.0013,0.0016,0.0023,0.0725,0.0067,0.1092,1.036,0.011,0.049,NA,NA,7
"898",1986-08-06,1986,8,218,6.7,"3",1,0.0012,0.0026,0.0064,0.0034,0.0058,0.0922,0.293,0.013,0.383,NA,NA,8
"899",1986-08-06,1986,8,218,6.5,"3",66,9e-04,0.0017,0.0019,0.0725,0.0044,0.1124,1.045,0.01,0.049,NA,NA,8
"900",1986-08-06,1986,8,218,6.8,"4",1,0.0012,0.0028,0.0075,0.0034,0.0129,0.1008,0.286,0.009,0.38,NA,NA,8
"901",1986-08-06,1986,8,218,6.5,"4",66,0.0011,0.0019,0.002,0.0764,0.0105,0.1141,1.036,0.007,0.068,NA,NA,9
"902",1986-08-25,1986,8,237,6.6,"1",1,5e-04,0.0033,0.006,0.0034,0.0013,0.0954,0.034,0.011,0.518,NA,NA,7
"903",1986-08-25,1986,8,237,6.7,"1",66,4e-04,0.0017,0.0023,0.0709,0.0011,0.1123,1.067,0.015,0.077,NA,NA,7
"904",1986-08-25,1986,8,237,6.7,"2",1,7e-04,0.0034,0.0071,0.0034,0.0015,0.0944,0.093,0.013,0.477,NA,NA,7
"905",1986-08-25,1986,8,237,6.6,"2",66,7e-04,0.0012,0.0021,0.0677,0.0015,0.1038,1.047,0.011,0.083,NA,NA,7
"906",1986-08-25,1986,8,237,6.6,"3",1,5e-04,0.0029,0.0054,0.059,0.0015,0.143,0.418,0.015,NA,NA,NA,7
"907",1986-08-25,1986,8,237,6.6,"3",66,4e-04,0.0014,0.0025,NA,0.0015,NA,0.034,0.011,NA,NA,NA,6
"908",1986-08-25,1986,8,237,6.7,"4",1,3e-04,0.0028,0.0057,0.0034,0.0015,0.0919,0.059,0.007,0.033,NA,NA,6
"909",1986-08-25,1986,8,237,6.6,"4",66,5e-04,0.0018,0.0024,0.0712,0.003,0.1243,0.999,0.007,0.458,NA,NA,7
"910",1986-09-16,1986,9,259,6.7,"1",1,9e-04,0.0054,0.0074,0.0092,0.004,0.0822,0.14,0.02,0.147,NA,NA,7
"911",1986-09-16,1986,9,259,6.6,"1",66,6e-04,0.0035,0.0037,0.0815,0.0043,0.1223,1.076,0.018,0.024,NA,NA,7
"912",1986-09-16,1986,9,259,6.4,"2",1,1e-04,0.0044,0.006,0.0972,0.004,0.1632,0.109,0.009,0.16,NA,NA,5
"913",1986-09-16,1986,9,259,6.6,"2",66,7e-04,0.0027,0.0036,0.0143,0.0045,0.0588,1.067,0.008,0.024,NA,NA,7
"914",1986-09-16,1986,9,259,6.6,"3",1,2e-04,0.0041,0.0054,0.0143,0.005,0.0862,0.046,0.007,0.15,NA,NA,6
"915",1986-09-16,1986,9,259,6.7,"3",66,3e-04,0.0022,0.0031,0.0792,0.005,0.113,1.042,0.007,0.024,NA,NA,6
"916",1986-09-16,1986,9,259,6.6,"4",1,1e-04,0.0042,0.0058,0.0362,0.004,0.107,0.046,0.008,0.15,NA,NA,6
"917",1986-09-16,1986,9,259,6.5,"4",66,4e-04,0.0021,0.0034,0.0789,0.0028,0.1234,1.033,0.008,0.024,NA,NA,6
"918",1986-10-10,1986,10,283,6.4,"1",1,0.0014,0.0112,0.0175,0.0061,0.0096,0.0959,0.722,0.019,0.167,NA,NA,5
"919",1986-10-10,1986,10,283,6.5,"1",66,0.0015,0.0034,0.005,0.0735,0.0105,0.1214,1.046,0.015,0.024,NA,NA,5
"920",1986-10-10,1986,10,283,6.6,"2",1,9e-04,0.0022,0.0053,0.0081,0.0096,0.0787,0.686,0.018,0.079,NA,NA,5
"921",1986-10-10,1986,10,283,6.6,"2",66,0.0012,0.0026,0.0036,0.0735,0.0072,0.1039,1.01,0.007,0.024,NA,NA,6
"922",1986-10-10,1986,10,283,6.5,"3",1,8e-04,0.0022,0.0055,0.012,0.011,0.087,0.597,0.028,0.099,NA,NA,6
"923",1986-10-10,1986,10,283,6.5,"3",66,0.0012,0.0024,0.0036,0.0764,0.0044,0.1015,1.01,0.009,0.024,NA,NA,6
"924",1986-10-10,1986,10,283,6.4,"4",1,9e-04,0.0022,0.0051,0.014,0.01,0.0706,0.561,0.028,NA,NA,NA,5
"925",1986-10-10,1986,10,283,6.6,"4",66,0.0013,0.0032,0.0032,0.0992,0.0091,0.1191,1.01,0.009,0.458,NA,NA,6
"926",1986-10-28,1986,10,301,6.3,"1",1,0.0016,0.0077,0.0092,0.0358,0.0086,0.0825,0.327,0.021,0.031,NA,NA,6
"927",1986-10-28,1986,10,301,6.6,"1",66,0.0013,0.005,0.0054,0.0764,0.0091,0.0963,1.01,0.012,0.024,NA,NA,6
"928",1986-10-28,1986,10,301,6,"2",1,0.0013,0.0032,0.0047,0.0348,0.0114,0.0827,0.328,0.025,0.024,NA,NA,6
"929",1986-10-28,1986,10,301,5.5,"2",66,0.0012,0.0038,0.0039,0.0745,0.0082,0.1002,0.992,0.01,0.024,NA,NA,7
"930",1986-10-28,1986,10,301,6.5,"3",1,0.0017,0.0027,0.0045,0.0299,0.0114,0.083,0.363,0.03,0.045,NA,NA,6
"931",1986-10-28,1986,10,301,6.5,"3",66,0.0012,0.0034,0.0035,0.0735,0.0082,0.0929,0.992,0.011,0.024,NA,NA,8
"932",1986-10-28,1986,10,301,6.5,"4",1,0.0012,0.0025,0.0048,0.023,0.0119,0.0729,0.399,0.028,0.045,NA,NA,7
"933",1986-10-28,1986,10,301,6.5,"4",66,0.0011,0.0026,0.0041,0.0566,0.0058,0.0771,0.992,0.009,0.024,NA,NA,9
"934",1986-11-21,1986,11,325,6.3,"1",1,9e-04,0.0026,0.0039,0.0596,0.0091,0.1145,1.167,0.028,0.024,NA,NA,6
"935",1986-11-21,1986,11,325,6.5,"1",66,0.0011,0.004,0.0049,0.0774,0.0058,0.1062,1.022,0.03,0.024,NA,NA,8
"936",1986-11-21,1986,11,325,6.6,"2",1,0.0015,0.0024,0.0037,0.0537,0.0038,0.1081,0.849,0.034,0.024,NA,NA,6
"937",1986-11-21,1986,11,325,6.7,"2",66,9e-04,0.0034,0.0041,0.07547,0.0077,0.10667,1.012,0.023,0.024,NA,NA,5
"938",1986-11-21,1986,11,325,6.6,"3",1,8e-04,0.0026,0.004,0.0497,0.003,0.1052,0.789,0.033,0.024,NA,NA,5
"939",1986-11-21,1986,11,325,6.3,"3",66,0.0012,0.0034,0.0036,0.0774,0.0049,0.1057,0.995,0.028,0.024,NA,NA,5
"940",1986-11-21,1986,11,325,6.6,"4",1,0.0011,0.0028,0.0037,0.0457,0.0147,0.1006,0.737,0.023,0.024,NA,NA,6
"941",1986-11-21,1986,11,325,6.7,"4",66,8e-04,0.0032,0.0037,0.0774,0.0068,0.1051,1.012,0.018,0.024,NA,NA,5
"942",1985-04-10,1985,4,100,6.3,"1",1,4e-04,0.0016,0.0013,0.0883,0.0157,0.1175,1.127,0.008,0.158,3.1,3.9,12
"943",1985-04-10,1985,4,100,6.4,"1",66,4e-04,0.0027,0.0029,0.0795,0.0124,0.1175,1.115,0.012,0.083,3.1,3.9,12
"944",1985-04-10,1985,4,100,6.3,"2",1,5e-04,0.0028,0.0024,0.0991,0.0124,0.1351,1.14,0.009,0.158,3.7,4.8,12
"945",1985-04-10,1985,4,100,6.1,"2",66,0.0019,0.0025,0.0019,0.1494,0.01,0.1928,1.148,0.021,0.065,3.1,4.8,12
"946",1985-04-10,1985,4,100,6.3,"3",1,6e-04,0.0026,0.0022,0.1097,0.0119,0.1477,1.127,0.026,0.14,1.8,4.8,12
"947",1985-04-10,1985,4,100,6.4,"3",66,7e-04,0.0032,0.0025,0.1069,0.0129,0.1591,1.139,0.019,0.143,2.4,3.9,14
"948",1985-04-10,1985,4,100,6.4,"4",1,1e-04,0.0023,0.0017,0.0713,0.0086,0.1045,1.125,0.003,0.024,3.7,3,14
"949",1985-04-10,1985,4,100,6.3,"4",66,5e-04,0.0026,0.0038,0.0595,0.0041,0.1219,1.128,0.003,0.024,3.1,3,13
"950",1985-05-03,1985,5,123,6.5,"1",1,0.0059,0.0114,0.0026,0.1037,0.0105,0.1465,1.124,0.011,0.032,3.1,3.9,14
"951",1985-05-03,1985,5,123,6.4,"1",66,8e-04,0.0034,0.0015,0.0729,0.0084,0.1109,1.133,0.03,0.029,4.4,3.9,12
"952",1985-05-03,1985,5,123,6.4,"2",1,5e-04,0.003,0.002,0.077,0.0086,0.1374,1.15,0.017,0.036,3.1,5.7,12
"953",1985-05-03,1985,5,123,6.5,"2",66,NA,NA,0.0023,NA,NA,NA,1.148,0.017,0.024,3.7,3.9,11
"954",1985-05-03,1985,5,123,6.3,"3",1,6e-04,0.0028,0.0019,0.0492,0.0081,0.0967,1.139,0.02,0.054,3.1,3.9,14
"955",1985-05-03,1985,5,123,6.3,"3",66,1e-04,0.0022,0.0024,0.0654,0.0091,0.1014,1.145,0.013,0.029,1.1,3.9,10
"956",1985-05-03,1985,5,123,6.4,"4",1,0.0048,0.0058,0.0023,0.1101,0.011,0.159,1.13,0.006,0.036,4.4,3.9,14
